id,user,asset_type,asset_id,created_at,rate
377843051487898596,P095M,opportunity,opr063,2024-02-24 23:53:00.877041,2
841921253078079520,P766K,tweet,796490558653699910,2024-05-05 08:17:53.594409,4
943627849455806034,U2540L,event,EV210,2022-01-08 19:34:25.058843,2
71123247017533172,P761C,event,EV411,2024-02-19 08:48:15.153923,4
738140155310816155,U2487K,tweet,622797665109102992,2021-07-24 06:00:06.684583,1
666650280881078814,U566N,capability,pro661,2021-03-04 07:14:20.098211,2
756523098388051109,P2294E,event,EV313,2023-04-27 22:03:33.897808,1
153751541739792281,P1583U,capability,pro553,2023-11-26 00:14:27.464639,4
100548802106267343,U3612L,tweet,105802991235670151,2022-05-06 23:07:14.426322,5
37958795819431873,U1952I,tweet,948265252562469388,2020-07-02 16:40:03.185272,5
58348914297923553,ORG1904,news,N204,2022-03-09 23:57:50.801996,2
820279068507369604,P3837Y,tweet,866760156502804840,2020-12-18 05:30:16.071732,1
945129719225225881,U3137Z,tweet,411649434365961673,2020-05-13 20:36:28.663571,3
959038557775327669,U2811D,tweet,24208788114057804,2021-04-09 06:11:57.624101,1
682229319514730495,ORG1045,news,N434,2021-05-09 07:10:27.256118,2
259429217383042310,U1408Q,tweet,200308324824346085,2023-06-03 03:01:15.992825,2
786304059957532208,P2789N,tweet,832558679796731985,2021-11-05 05:50:11.766820,4
976025164170051733,U1257R,news,N322,2021-08-07 15:38:39.700149,5
589094882557118108,U3136R,capability,pro657,2023-01-21 04:37:58.352474,4
672655636224507647,P3827H,tweet,187872163415627086,2022-08-20 08:13:11.408212,2
295162000040046943,U3170Z,news,N075,2022-06-01 14:59:12.146487,3
395375314491630854,P658G,news,N009,2022-01-05 01:21:32.693161,1
521102326016804121,ORG1372,news,N044,2024-01-02 12:55:16.681838,2
433678662622961338,ORG3510,tweet,572026012948071910,2020-06-25 19:04:52.942991,4
326456635514102396,P3330Q,opportunity,opr062,2020-10-15 08:35:19.210251,2
743599287043140049,P3843R,opportunity,opr009,2023-03-04 15:17:56.885120,2
410592982210845264,P1937E,opportunity,opr109,2022-10-19 23:42:57.605175,4
845120108965640299,ORG3533,capability,pro585,2020-05-09 06:20:18.277531,2
977095235655679929,U610B,capability,pro439,2020-11-09 02:18:49.143287,3
514363939989703522,P2710K,opportunity,opr062,2023-03-18 03:05:08.029069,4
581536425246426416,P1997F,event,EV343,2024-02-20 21:02:31.760437,2
583297763555616676,U2552H,tweet,928327650344867605,2023-12-02 21:49:10.723043,4
417527612372233407,P2504F,tweet,766704528868728982,2023-03-11 05:00:03.052402,1
220957199580463920,P498U,news,N213,2021-08-25 16:47:10.282896,4
318572905411959914,P403G,tweet,775829978810515190,2020-10-18 07:56:37.891527,2
488918974158557243,P1013Q,capability,serv240,2023-11-16 20:12:37.502301,2
387605895407816450,P1756L,capability,pro401,2023-11-20 21:24:51.697016,5
215969366303442560,U919M,opportunity,opr044,2022-07-05 00:15:18.566391,4
784883366408013675,ORG288,capability,serv636,2024-05-25 18:44:14.345302,2
55696932058364267,U2601H,opportunity,opr073,2022-12-03 05:02:48.011861,1
261418198745607360,U2129Q,tweet,709659815043930261,2022-11-21 09:38:34.962896,1
970145322669928155,P1478M,capability,pro745,2022-04-29 22:07:33.046067,4
690195661415402452,U1278Z,event,EV487,2020-09-07 23:03:08.234118,5
249653833347903054,P3640R,news,N275,2021-06-10 20:17:43.480044,1
504527756620607021,U2752L,tweet,79577863755829603,2023-11-17 22:24:34.588577,4
154907668892168518,U3706F,tweet,665041812544595714,2022-09-24 04:08:37.660269,3
482711476369741610,P3317U,event,EV423,2021-05-15 01:22:05.551935,3
444249145204741622,P1891Z,tweet,491178504412219387,2020-12-08 23:15:39.354123,4
219491011059113071,P3833H,opportunity,opr118,2024-02-06 15:13:28.729054,4
981874367593220438,P1164R,event,EV293,2020-11-09 07:51:50.101408,3
251944761990816598,P1136W,news,N137,2020-04-24 21:46:23.929228,3
628939422494713723,U1352E,capability,serv622,2022-12-31 14:36:33.910954,1
924932281057608127,P2698C,capability,pro489,2024-03-04 05:58:15.354418,4
656648889067175826,P2905A,opportunity,opr088,2023-05-02 12:59:00.628802,4
763712830392546499,P2133F,news,N065,2021-03-22 09:30:08.864201,2
378760140628535844,U1115G,opportunity,opr037,2024-04-04 19:50:23.753294,1
278389430199143746,P1330Z,tweet,373312161788226856,2024-04-11 23:19:13.982923,5
476826026878417014,U1986V,event,EV180,2023-05-23 18:36:40.307985,1
213762996407989428,P2259P,opportunity,opr035,2022-03-14 17:59:32.440130,3
257843949271686253,U1279A,tweet,911994927460306633,2021-09-03 17:43:43.173480,1
833454978089515911,U1967O,opportunity,opr110,2022-10-24 21:15:32.349165,3
451594546183387874,P2345T,opportunity,opr105,2020-11-30 23:56:41.383141,5
253752270773950557,ORG015,news,N054,2022-03-21 20:07:37.719531,5
304541211400156646,U1547W,opportunity,opr010,2020-05-14 20:53:32.252551,3
621596256701102231,ORG2662,news,N043,2023-01-06 15:28:55.793905,1
934009348306770578,ORG3687,tweet,455972481574414349,2023-12-25 15:18:41.350933,2
852957249736019165,U945P,tweet,154013506837468952,2021-04-30 22:25:40.459897,1
188788460149127177,ORG1640,capability,serv680,2022-12-01 01:58:40.000985,4
535357654570948499,U2355K,tweet,601428025750432265,2023-02-17 15:28:36.451540,4
318028376521718676,P188E,tweet,143997163119003515,2023-09-19 05:39:07.347524,4
689302970876303380,U2391B,tweet,511443132544819734,2023-11-23 06:45:32.969172,5
310046926179203110,P369W,capability,serv136,2023-11-23 16:35:34.179794,3
467480757186774149,ORG2332,opportunity,opr118,2023-06-11 19:23:54.924955,4
438414616078641043,U215D,tweet,746788251382363580,2022-10-25 16:09:58.485603,1
603117798547076334,U1252F,tweet,164830004138588016,2024-02-16 00:44:09.756358,1
947639943188762661,P558L,event,EV185,2020-11-26 22:25:13.937333,4
51716349219988952,P1654T,event,EV010,2022-12-18 05:06:43.504330,4
708646568145691054,U1823F,capability,serv164,2020-04-02 22:06:02.362411,5
679518330062875216,U2524A,opportunity,opr109,2023-05-20 16:55:11.535832,1
213980362918804565,U2011F,capability,serv366,2024-04-21 18:00:04.308875,2
997216811801290796,U3795B,opportunity,opr092,2020-04-18 05:16:02.021443,1
825443235534510102,P1751H,event,EV377,2020-05-26 22:56:57.404049,3
118389709258507134,ORG3762,capability,pro673,2021-03-28 06:15:46.643461,3
85592536041204547,U3345Z,news,N380,2023-02-04 01:56:22.678905,2
172896237792566975,P1135T,capability,serv254,2023-11-11 15:48:02.485392,5
507176778649936929,U248R,news,N370,2020-06-10 13:34:26.245687,5
104260049699437583,U2798D,opportunity,opr097,2021-03-16 19:31:08.667152,4
193794259523435432,ORG3435,event,EV102,2022-01-29 23:56:05.751222,1
524003900826063482,U2187K,opportunity,opr102,2020-08-29 10:03:30.859800,5
565587951297131277,ORG1707,tweet,108973219298594111,2023-04-16 06:46:07.085458,5
492692473650928057,P2341S,opportunity,opr069,2022-08-20 21:14:04.914070,2
353444758902096781,P738K,opportunity,opr114,2023-08-10 09:39:59.279549,5
469049343596589345,P2566U,tweet,530902223777075730,2022-12-07 05:27:20.129622,5
745955511083392938,U370Y,event,EV126,2020-02-04 05:06:22.821698,3
606472415659474535,U1449E,opportunity,opr039,2022-07-30 05:48:17.076787,5
629072992983343482,P1732R,news,N254,2022-09-16 02:00:41.070578,5
223019039910834324,U3403Y,news,N093,2024-01-19 15:26:55.928475,2
101420879930095803,U1007Y,event,EV180,2022-01-26 11:52:44.511199,3
146321287798640665,U1202R,news,N036,2020-12-09 21:32:47.081696,1
90280257906985515,U2409M,news,N345,2020-07-05 06:31:20.020384,2
223328960849010159,P1812N,news,N006,2021-08-20 11:57:23.550891,2
980287217624736299,P2899C,event,EV334,2024-03-01 14:36:16.159024,3
89028911054347857,P2302V,opportunity,opr022,2022-03-21 06:09:52.546354,5
122655080755817483,P423Y,news,N494,2021-01-09 19:00:04.789295,1
252438709454631158,U3668Q,opportunity,opr074,2020-08-25 15:37:49.685154,2
558630640001802447,U3981B,event,EV122,2021-05-05 18:23:46.913275,4
878155099781189606,ORG1449,capability,pro531,2020-07-01 12:44:49.227752,3
46489943313834824,ORG116,capability,pro383,2021-04-20 08:31:24.028033,3
681555206375510704,P3402W,news,N216,2022-06-10 23:51:52.618732,3
152670205479189577,U3289D,news,N220,2020-09-02 20:25:29.305732,5
945079250232777273,U3518W,event,EV186,2021-06-17 10:36:27.838032,3
779195693061883706,U931F,opportunity,opr023,2021-09-15 03:24:35.635016,1
279208549237379161,P2946D,event,EV381,2023-08-27 15:58:30.266420,5
315759805824302889,U3063A,capability,pro603,2021-12-31 07:42:29.445344,5
187138977685777937,ORG2985,capability,serv258,2020-10-11 06:23:41.304674,4
247520212281161360,P2463W,event,EV162,2023-09-20 04:06:38.379512,1
827726880227491414,U2922O,event,EV147,2021-05-21 21:44:15.301055,3
938763236142152259,P2563N,tweet,459952722060792325,2023-12-20 02:45:59.341596,1
817544625150403846,P2054U,capability,serv156,2021-08-28 14:17:00.339815,3
898422939574890624,ORG2802,capability,serv412,2021-06-15 04:43:38.105910,3
896148125185136151,ORG1152,news,N451,2020-01-25 16:25:19.043536,2
724662774517586276,P354W,news,N221,2022-04-04 23:23:04.434623,4
116593495006830852,P2160Y,tweet,648206271277129297,2020-08-01 18:40:18.174075,4
138382712082058621,U2202D,opportunity,opr040,2021-05-24 17:31:14.665641,1
566600558178912292,U3763L,opportunity,opr079,2023-09-18 17:11:59.501977,4
543038328656415363,U3643Y,capability,pro003,2022-08-30 10:31:28.856764,2
102134553507646932,P431S,capability,serv116,2021-01-13 17:53:55.942024,1
191196996598337708,P2356D,event,EV300,2024-08-02 14:03:48.313734,5
286009783435482324,P2289G,tweet,189481821259849213,2023-08-23 09:21:40.388672,1
956599325510964843,U1755N,tweet,102575624366298657,2023-08-18 02:46:05.288495,4
586699891090874159,P1125O,tweet,331983131047233956,2022-04-29 08:30:35.493626,5
69422320696136931,U511S,tweet,66559601732373731,2021-04-19 01:35:20.211832,5
271175386684858521,U2633I,tweet,293383270938736211,2021-06-02 20:24:37.792532,4
596906861694933277,P1693C,capability,serv008,2023-08-12 17:23:59.037353,1
695560865636977241,P839Z,event,EV319,2023-12-05 09:38:13.763974,1
355505335943543989,P2061T,opportunity,opr020,2023-05-07 02:33:56.282292,2
701649334981310914,ORG2056,capability,serv734,2023-07-05 02:21:02.860258,2
164843132012563463,P3939U,tweet,805283376072143361,2024-05-26 12:05:17.886247,5
137495201027243610,U1732J,event,EV031,2020-08-31 18:55:45.707624,1
414821051822142401,ORG1776,capability,pro347,2020-09-10 22:16:24.411955,3
639378267719966173,P3401Z,news,N107,2023-11-18 01:48:32.405778,4
337244101866824374,ORG3769,tweet,952964658322571305,2021-02-13 14:21:30.580872,2
749309950853766506,P3223M,capability,pro245,2021-03-13 11:38:18.328383,2
751322060488352984,P3216S,opportunity,opr064,2020-06-12 22:17:01.208482,2
517166962220690751,P2668M,opportunity,opr066,2023-10-03 03:47:13.858035,3
493671595441389578,P2603S,event,EV291,2020-05-06 15:33:35.591844,1
569899912069479295,U3856E,event,EV315,2022-09-08 04:56:19.126941,5
870978375026581308,P2013G,event,EV146,2024-03-01 22:25:33.309765,1
581714110294598099,ORG187,tweet,788668183032971734,2021-07-03 22:53:27.686931,2
992961357465534399,U3564D,event,EV461,2021-01-12 15:57:29.189025,5
483051088213689449,U3014A,opportunity,opr028,2022-07-11 20:40:05.012071,5
135024436965775255,P1048B,opportunity,opr008,2022-12-28 13:01:36.166517,3
831880490150144378,P3295X,capability,serv238,2022-11-10 17:53:46.153331,2
908476408128740699,ORG056,news,N035,2022-10-23 07:33:44.510041,2
916090063526553396,P1620N,opportunity,opr005,2020-10-14 11:02:25.741633,2
393543804499625461,U173S,opportunity,opr040,2022-03-14 18:12:45.577415,1
723417675204011483,U3970K,capability,pro137,2021-10-10 06:58:24.184087,5
434291010440180987,U3710J,capability,pro167,2020-02-13 22:32:40.375931,5
783033322790659149,ORG1545,opportunity,opr065,2022-10-06 16:16:01.448823,4
44597473426919675,ORG3664,event,EV257,2021-11-27 06:43:18.521166,3
300177503834685644,U1153A,news,N463,2020-08-09 02:52:15.489307,2
139891416673654996,ORG3833,tweet,653101225102487723,2021-02-01 11:32:19.976573,4
836157512410055623,ORG612,capability,pro639,2022-09-30 23:10:24.319472,3
596650301342249006,U686N,event,EV062,2020-09-22 08:01:08.167845,4
624925067034488246,P3814G,capability,pro291,2022-08-25 19:25:44.317603,4
685300401153521025,U2146C,capability,serv634,2023-07-09 17:04:16.962854,3
733077689244239558,U2489W,tweet,883485171015020277,2024-03-29 16:43:48.740729,4
401976110268897415,ORG784,capability,serv546,2021-06-11 17:14:39.285907,4
183395395739938955,ORG2436,tweet,819829315655374762,2023-07-02 15:49:54.859676,3
977523898418925495,U2829G,opportunity,opr112,2020-09-06 02:19:05.560094,4
783761492976707498,ORG3487,news,N329,2024-02-20 23:15:37.956865,2
580971306689458427,U398P,news,N181,2024-07-09 06:20:14.441357,3
831296215568718456,P2468Z,tweet,339609153805297328,2023-03-03 03:07:25.587440,3
326378905192189663,P2076X,capability,serv444,2021-03-01 11:32:21.258912,1
60535967037901982,P2944K,news,N446,2020-12-04 09:00:41.449134,5
326980057553975636,ORG360,tweet,51349168284324147,2021-10-07 16:04:58.761661,5
265139592566898875,P2224O,capability,pro703,2024-01-22 07:30:52.247046,3
541402402446727249,U3904V,opportunity,opr064,2024-01-19 01:26:35.397223,5
173123327909173962,P3369P,event,EV276,2021-11-23 18:36:45.825520,3
102612106221467259,P1338K,event,EV426,2023-03-17 23:06:57.748379,4
329145806287711822,U1047E,news,N457,2021-05-03 03:49:03.159602,4
931144278756657376,P1382N,tweet,111172871299466986,2020-03-18 10:56:14.375265,1
520822994056561829,P402A,opportunity,opr030,2023-07-18 07:35:59.986000,3
134484673576140358,P2851T,tweet,271256432533632824,2022-01-18 01:01:00.811026,1
179542439850363572,U3083Q,capability,serv116,2020-07-18 09:41:39.027484,4
699096754648286679,U478I,tweet,451373877830589668,2022-12-02 17:51:01.846566,4
168151100142404993,U2421N,news,N427,2024-01-16 07:39:18.031383,2
986845052256750531,P2875R,opportunity,opr022,2021-10-13 08:58:29.299009,1
744572994046147227,U3345Z,news,N132,2022-09-02 07:48:54.459881,4
279803047748222484,U1378Y,news,N305,2023-12-23 00:49:03.769152,4
837433769616877955,U730Z,news,N327,2023-01-12 00:32:33.461192,5
167424361214726174,P688D,news,N077,2022-10-03 06:10:55.868248,1
962444151213829298,P2571V,capability,serv068,2023-12-26 02:53:42.599175,1
201988462210392632,U2276N,event,EV029,2020-05-15 19:54:23.385444,4
68715336161647639,ORG2251,capability,pro159,2024-05-29 00:46:24.713572,1
144243806555093494,ORG3743,event,EV151,2023-05-01 08:33:47.841939,4
47625652571360613,P1438M,tweet,166996754267068604,2022-12-09 00:02:39.671737,2
262223552121929240,P2804J,news,N140,2021-04-29 14:58:14.993196,4
191267010242662698,P274C,event,EV178,2020-08-22 16:48:00.808895,1
419962027424551682,ORG3808,tweet,785769820727435125,2020-06-15 06:46:40.644591,2
195875537459921826,U3938Z,event,EV143,2024-04-04 08:42:03.651604,3
706927566658815281,P2004K,news,N158,2020-10-26 23:31:01.640579,5
386088478952613997,U1375S,tweet,147404572121311060,2022-09-16 02:35:24.865540,2
326559367808899696,U3579X,opportunity,opr088,2021-04-07 11:30:05.303448,1
319550466825811414,U2179A,capability,serv606,2020-02-28 17:14:43.886274,4
152222315136222287,ORG1434,event,EV386,2023-10-09 11:19:42.436929,5
319189236936638725,ORG2456,news,N150,2021-04-22 17:37:17.686862,4
688934759319538374,ORG2720,capability,pro485,2024-06-07 00:27:05.359396,3
109724973960923480,U3648J,event,EV231,2022-01-21 03:16:24.478150,2
547431003545303711,P668E,event,EV393,2020-06-20 04:21:18.793448,2
494507698611858944,U3456Y,news,N183,2023-04-16 08:41:28.376250,3
709034409609395952,P699U,tweet,544643978896427066,2022-07-22 10:18:48.729172,4
408164828524928153,U2032O,capability,serv070,2020-12-18 11:26:23.932321,3
44455072912673376,U3808G,tweet,78162857375098725,2020-07-06 01:31:57.131059,4
787845504399922832,P3308X,opportunity,opr082,2022-04-22 00:11:13.394375,4
583684741982977024,P2821L,opportunity,opr092,2024-02-07 21:36:37.276067,5
939811106889145304,ORG2655,opportunity,opr098,2021-05-12 11:35:07.820718,4
161992114752215537,P2323M,news,N155,2022-07-17 02:19:22.668646,2
334763233557694944,ORG2434,news,N057,2024-01-09 17:27:18.870458,4
91649390513060254,P3197S,news,N065,2023-12-11 19:39:02.431270,1
746363090264812185,U3497I,news,N114,2021-05-04 01:17:37.444632,4
453055561805222556,P891F,capability,pro637,2021-04-07 14:05:52.688550,2
223526021928788085,P3587R,opportunity,opr037,2021-10-19 22:29:34.667242,2
735086478280848049,P3225F,event,EV096,2022-07-27 21:38:02.448131,1
93462728442480953,U3073L,capability,serv408,2022-07-24 17:42:05.704266,5
545066307982647884,P3026X,news,N282,2023-02-17 15:19:15.677769,2
380321315699992550,P1920H,capability,pro657,2024-02-21 01:59:18.185716,1
14963013141709650,P1829N,tweet,982477734006535290,2020-11-26 15:17:07.476729,5
597323302891534032,U2879L,capability,serv140,2023-06-09 03:53:21.824550,5
225392644238532415,P756R,opportunity,opr072,2022-05-14 23:05:12.427774,4
966894133517443714,ORG3782,news,N339,2023-01-13 12:23:04.071432,5
523423126617120880,U981Q,tweet,199647060970070905,2021-04-09 19:35:01.969659,3
446965661887931280,P126D,event,EV385,2023-07-03 04:17:10.267100,1
326795495583095068,ORG3161,tweet,698703290538199978,2021-01-28 03:17:14.159834,1
40437198133183823,P1784U,capability,serv180,2024-03-04 21:55:05.648208,3
572981584550593997,U1607N,news,N063,2022-02-18 09:53:30.687398,5
398903117460247921,U598C,news,N188,2022-06-04 20:58:11.752396,5
378992240726613011,P745V,tweet,112392175757666387,2023-12-31 00:18:20.622629,3
759638656505301919,U2146C,event,EV345,2023-06-08 01:42:01.585684,2
88088739056842567,ORG3783,opportunity,opr108,2022-03-23 21:48:40.568548,3
22824225477475141,P686T,opportunity,opr029,2020-10-25 13:40:08.495623,2
231759814499976479,P3425W,opportunity,opr102,2023-12-26 15:55:13.499605,5
707439776271934644,U342V,event,EV091,2021-09-19 06:15:52.550549,4
223324743801957529,ORG169,event,EV355,2024-01-26 02:07:12.698138,1
623238257252933347,P3139E,event,EV381,2021-10-29 17:27:18.510842,1
668689971930136865,P3857D,capability,serv252,2023-05-08 12:28:53.946590,5
793412835651912054,U882X,tweet,991059912030250456,2022-05-10 08:52:24.392588,5
710868415168955828,U211C,capability,serv116,2024-07-23 18:23:17.277911,3
780903688500107830,P099R,capability,pro603,2024-01-22 12:52:15.923166,2
925117365477988929,ORG3792,news,N301,2020-05-07 19:03:15.240723,5
99299953964544166,U2237D,event,EV330,2024-05-13 15:35:27.967070,3
97305851239169500,ORG295,news,N076,2022-08-24 00:19:51.891143,3
113534882721977979,P1077A,opportunity,opr069,2024-01-02 16:39:04.573243,4
895813821618117694,ORG2269,opportunity,opr011,2022-12-03 15:27:38.067359,4
881933767566509045,ORG1094,capability,serv150,2020-05-15 00:09:43.676820,3
803194998142386300,P1687R,tweet,422028392206632049,2020-06-11 11:31:17.789010,5
764365354913008682,ORG2259,news,N205,2023-10-28 00:20:34.611044,5
547721066787073156,P857K,event,EV089,2023-11-02 08:55:53.868830,5
599817780335805149,U3395N,tweet,139521611112625624,2021-09-23 07:58:36.729475,2
574965829634471647,P540B,capability,pro447,2023-05-04 00:04:21.755969,4
858376476647576182,ORG1908,news,N097,2021-09-07 11:11:38.557507,5
713075202808798603,P2609H,event,EV347,2021-04-02 05:02:32.817949,2
473712994559450664,P2887H,news,N311,2024-04-17 02:17:05.258132,4
156425992350017885,P3920B,event,EV181,2021-06-14 12:35:24.677752,3
598037917496644494,U2174G,news,N093,2022-11-08 18:42:18.266642,1
937210248585999500,U2703O,news,N010,2021-03-13 07:11:04.701082,4
993635791068487691,P1065I,tweet,220145670600159336,2023-08-01 07:11:44.551859,2
407286079645166638,U2043P,opportunity,opr008,2022-12-03 11:20:47.906187,5
331751573060730729,ORG1834,tweet,731929376859938265,2023-08-28 14:19:41.864850,1
320446340823305902,P2315L,tweet,735151987851841168,2020-03-20 00:57:32.147495,5
989050300184329334,U792C,news,N329,2023-10-23 15:36:42.319333,2
613981924442968146,P1516U,opportunity,opr035,2022-12-28 02:10:36.873449,1
347043137084879250,ORG1056,tweet,13111594442344280,2020-07-05 09:40:57.184050,4
827925738481304938,ORG2821,opportunity,opr100,2023-04-19 10:27:44.351547,4
937658085278906637,U1107G,event,EV209,2023-06-19 18:39:31.468962,1
700941171824520929,P2205C,event,EV126,2024-01-17 11:13:40.946522,3
165503887685831268,ORG2792,news,N342,2022-09-02 18:10:17.948459,2
423157050477289893,P2626F,opportunity,opr120,2020-11-18 20:27:52.011436,3
987424747218001607,U1537J,news,N090,2021-12-21 11:31:08.140308,5
32425796578933335,U1126M,capability,serv398,2020-01-27 03:57:37.992473,2
959273380540713428,P011T,tweet,123912329504488152,2020-01-11 19:59:36.891740,4
299843394539395444,ORG2937,capability,serv174,2022-08-29 20:43:30.104290,1
704795990897727754,U3736M,opportunity,opr060,2021-05-23 08:33:43.733061,3
689228965672590284,P1055Q,opportunity,opr063,2023-10-10 18:25:21.456303,1
77915740926947495,ORG413,capability,serv460,2020-01-23 08:05:54.949343,4
684729856176432862,P2672R,tweet,653722795230677552,2021-07-03 17:33:32.145934,5
406827433747734563,P1304C,news,N103,2021-09-15 11:18:28.806936,5
320955259428146525,P1118I,news,N386,2023-01-03 11:03:56.104890,2
482265630188839427,U3292V,opportunity,opr117,2020-12-06 05:59:33.158897,5
352905279690444849,P2472Y,tweet,448306470106136420,2021-01-21 12:44:44.312649,5
685593514562734818,U865I,news,N173,2023-01-08 15:11:59.379328,3
972063268498355648,P3462F,event,EV470,2022-02-17 01:34:16.415636,4
131790397950789715,P1435R,capability,serv438,2020-10-22 02:22:53.465594,3
12941889350696246,ORG2581,capability,pro137,2020-08-09 19:27:01.024225,5
344576837317544166,P2819D,news,N258,2023-07-12 01:39:49.119359,3
297169725378921117,ORG2831,opportunity,opr033,2020-01-01 14:51:27.253062,2
884754091683200828,P3743R,news,N403,2023-01-01 04:32:52.518904,2
398887822119475657,P1819X,event,EV446,2020-05-28 08:15:59.748719,2
666674486794003452,P2638B,opportunity,opr015,2023-07-30 14:45:18.346844,5
308597917873337391,P1907T,tweet,172020901799259926,2021-05-05 06:37:09.045244,2
431256770907045399,U1842U,opportunity,opr075,2022-05-22 03:06:39.733984,5
177732739539225638,U745T,news,N455,2022-12-26 02:02:03.333485,5
331480732743554658,P2167F,tweet,114866845214822486,2022-11-19 20:37:24.565004,1
71199625149818298,ORG1202,capability,pro133,2020-06-08 14:10:41.412879,1
304867302154683678,P2879P,news,N154,2024-02-02 00:29:32.614871,1
932571301115423119,P3162Z,opportunity,opr037,2020-08-22 15:32:54.124161,4
588324622378329358,U1907V,opportunity,opr051,2023-11-24 13:23:23.184386,5
214637956362824325,U3398T,opportunity,opr068,2024-05-02 17:01:49.719969,3
107774125387153084,P715M,opportunity,opr063,2023-04-11 20:52:39.850163,5
505515773472765956,ORG3750,tweet,491306541050737058,2022-01-04 14:11:25.575624,3
978167854498764836,P931B,opportunity,opr104,2022-01-02 10:01:24.849722,3
71305724421012681,P2606Z,event,EV017,2021-03-22 13:19:30.302963,4
40297060050369889,ORG3258,event,EV421,2022-02-28 06:34:19.269450,1
489011512313101967,P2226T,capability,serv396,2020-03-29 22:30:27.803769,3
559382452336127625,U961T,opportunity,opr006,2023-05-22 21:29:07.177573,3
931104162383970948,ORG3521,opportunity,opr024,2020-05-01 14:07:48.916872,4
103171333945204447,ORG1534,event,EV138,2023-08-02 12:06:20.856806,2
607937546345869895,U3446O,news,N319,2022-06-15 19:39:53.875000,3
689282934956377329,U2530H,news,N203,2020-09-07 18:59:26.487398,5
697580159445672299,U3024O,event,EV481,2020-12-20 00:05:14.451339,4
224362110533885642,U2567E,event,EV275,2022-06-17 05:12:14.558306,3
971386268831416028,U1432B,capability,pro745,2023-03-01 16:57:19.802286,4
84368293552713817,P3606Y,opportunity,opr052,2022-12-12 05:09:35.000361,2
452597007100572273,P2816S,capability,pro281,2020-07-21 06:07:00.561793,4
509163859843327812,P520A,news,N084,2022-05-13 01:47:14.180692,2
860866057236024343,P502V,opportunity,opr041,2020-03-07 09:32:27.275333,3
453022008198449667,P2607X,tweet,161965370742434414,2021-05-17 17:59:20.844254,5
725046664271751013,U3563C,capability,serv408,2022-09-30 07:29:09.636698,4
44957741425090578,U375B,event,EV323,2022-01-23 12:49:51.035276,2
962071473702840497,P3997K,event,EV383,2024-07-12 08:46:26.993529,2
847874877180580035,ORG3661,news,N307,2021-03-07 22:58:11.542286,1
190193313276543643,U056Y,event,EV015,2023-03-11 06:12:26.957311,4
79080464142400441,P2784V,news,N176,2020-02-14 09:05:20.445700,4
214637896496800965,ORG2196,news,N135,2021-02-26 15:15:37.511828,5
279993127131917702,P3827H,news,N262,2021-06-05 06:01:42.503069,1
114165493684193012,U2839N,tweet,265436120638734123,2021-08-15 13:27:14.388201,4
108268172039271540,ORG3620,capability,serv392,2023-02-15 15:04:52.766560,2
862096152736320988,U2974H,news,N015,2020-11-10 07:33:56.714682,2
96282633714945357,ORG3436,capability,serv122,2020-01-02 17:54:14.450082,1
176977806385447715,P2928U,event,EV066,2023-03-30 22:34:04.671080,2
351393271428653390,U2102U,capability,serv188,2022-05-26 12:43:21.214515,1
765097082314385804,P1789D,opportunity,opr090,2020-09-26 23:38:45.546319,3
142635479448115576,U1886J,news,N045,2022-08-14 10:08:47.741606,3
779213697317598277,U2088M,capability,pro665,2021-11-11 20:51:13.569576,4
318768405628155829,ORG2926,tweet,296057163819057178,2021-06-28 07:32:53.155169,5
37387003851428326,U294E,news,N416,2020-06-07 15:46:39.317416,2
121340273092413524,ORG050,event,EV257,2023-08-03 21:15:37.459476,3
816277492158043361,P3598G,tweet,963550577054294112,2022-07-06 20:34:06.254204,3
84748944994812827,U2878X,event,EV337,2021-09-11 04:20:11.747684,1
34201041981002586,P2118P,opportunity,opr042,2021-11-05 06:59:23.835836,2
262858490201857342,P1482T,event,EV206,2021-12-27 20:06:07.608073,3
643360594257236614,ORG749,capability,serv286,2021-09-05 17:55:25.440407,2
267239752347456669,U2947C,tweet,686077470752334242,2024-06-19 22:28:10.694504,4
212878691744209784,ORG3908,capability,serv228,2021-12-19 22:54:59.518688,1
650686138128853609,P2316M,tweet,470819709429152107,2024-02-23 19:33:10.461873,4
878877385796204373,ORG1465,capability,serv566,2023-12-26 01:14:19.026727,5
404032313592319085,ORG1755,event,EV059,2022-08-22 08:02:01.488409,3
821935882186633081,ORG2855,capability,serv446,2023-03-13 03:24:04.617117,3
451117475248113263,U3232I,capability,pro655,2020-06-25 20:19:03.192658,5
645016801725837315,U2742A,tweet,258908919379259050,2021-06-19 22:17:37.880201,2
715865011228664276,U533J,news,N168,2021-01-22 09:44:18.271213,2
213449721196808379,U1778R,capability,pro093,2023-09-03 23:41:19.261070,4
546203910203964143,P3038U,news,N355,2022-02-07 23:14:03.612206,1
846604225378630569,U2598H,news,N093,2022-10-09 09:38:07.668892,3
300534740755118781,P2692F,tweet,674440856622277272,2024-07-28 00:32:05.802889,3
499960757840670675,P1413X,event,EV396,2022-12-30 14:04:06.612286,2
168797011707500954,U120Y,opportunity,opr013,2021-10-04 10:14:09.493960,4
446172151681269865,P2999E,opportunity,opr024,2022-11-23 18:56:40.067322,1
272764489574328693,U1696G,tweet,274342856601933257,2023-03-07 01:02:17.619967,3
853125944477483571,U831U,capability,serv520,2020-06-29 04:59:14.143287,4
