id,admin,name,email,bio,image,slug,addresses,locations,founded_date,website,phone_code,phone_number,linkedin,twitter,industry,cost_cutting_priorities,promotion_channels,business_goals,annual_revenue,competitors,awards,certifications,joining_reason,capabilities,opportunities,completion_status,created_at,updated_at
org455,3806,"smith, mills and becker",snyderkimberly@salas.com,universal system-worthy artificial intelligence,0.0,group-interview,"('46.83333333', '-56.33333333')",saint pierre and miquelon,2000-07-26,https://nash.info/,508,604096207973,http://cordova.com/,http://www.parsons-frazier.com/,other precious metals and mining,use open source crm and erp systems,"online display advertising, referral programs","invest in advanced technologies, achieve synergies through mergers",956876034.15,"the flowr corporation, acreage holdings",,,user-friendly multi-state benchmark,"pro165,serv252,pro065","opr101,opr004",complete,2023-11-26 09:03:55.202978,2024-03-21 06:38:35.750170
org456,3494,kelly llc,chelsea08@spencer.biz,synergized client-driven policy,0.0,pass-direction,"('-31.25321830', '146.92109900')","australia, new south wales",2006-12-11,https://bray.info/,61,8087672591540,https://www.young.com/,http://martinez.net/,human resources,limit returns and refunds,"television advertising, panel discussions, retargeting campaigns","optimize supply chain for efficiency, double customer base, implement health and wellness programs, negotiate favorable terms",354858280.89,harvest health & recreation,"best data science strategy implementation, innovation in big data solutions, excellence in data analytics platforms",,devolved user-facing solution,serv362,"opr055,opr012,opr039,opr118",complete,2022-04-10 17:51:28.170781,2024-06-16 10:14:42.389121
org457,375,page-mendez,melaniekaufman@frazier-watson.com,open-architected empowering pricing structure,0.0,apply-once-wish,"('30.51142520', '47.82962530')","iraq, basra",2018-06-12,http://holland-franklin.com/,964,1817782072706,http://www.scott.com/,https://williams-lloyd.com/,consumer services,"optimize patenting and intellectual property costs, streamline distribution network management, use cost-effective sustainable packaging",event sponsorships,"achieve strong cash flow management, develop cutting-edge technologies",258473367.93,"jushi holdings, vivo cannabis, columbia care, terrascend",,"social media manager, organizational development consultant, pmp (project management professional)",focused high-level data-warehouse,"pro085,serv084,serv248,pro305","opr094,opr084,opr018,opr069,opr091",incomplete,2021-12-08 21:47:05.977827,2024-04-25 12:01:10.446371
org458,3343,"burnett, stone and davis",msoto@nguyen.org,multi-layered grid-enabled approach,0.0,receive-somebody,"('10.24128320', '-61.09372060')","trinidad and tobago, rio claro-mayaro regional corporation",1982-03-26,https://gutierrez.net/,1-868,900641741118,http://mcintyre.com/,https://www.glass.info/,grocery stores,"optimize treasury services, reduce mobile device costs, reduce sales team size","yahoo search ads, live demos, outbound calls",influence regulatory policies,839582983.01,"ianthus capital holdings, jushi holdings, green thumb industries",top performance in data science collaboration,project management professional,fully-configurable composite methodology,"serv340,serv106,serv316,pro071","opr061,opr054,opr066,opr120",complete,2024-06-29 01:25:55.064936,2024-07-09 04:38:50.014621
org459,1930,"frye, johnson and hunter",nancywebster@singh.com,upgradable local matrices,0.0,last-through-table,"('-3.77626280', '14.84546190')","congo, pool department",2009-09-17,http://www.rodriguez.biz/,242,2757829525843,https://porter-smith.com/,http://jenkins-floyd.net/,horticulture,"focus on essential research partnerships, optimize shipping and handling","online seminars, industry experts, partner websites","publish influential research and white papers, develop educational programs and materials, increase customer lifetime value, influence regulatory policies",61584740.67,"cannabix technologies, terrascend",,start-up advisor,right-sized intermediate function,serv180,"opr029,opr060,opr001",complete,2023-07-23 16:18:50.791051,2023-11-28 22:49:35.605496
org460,2606,"wade, reed and doyle",stephaniefuller@ramirez-adams.org,phased stable concept,0.0,represent-structure,"('13.35533060', '-15.92299000')","gambia the, lower river division",2019-09-04,http://www.rivera.com/,220,2302788825520,https://www.dennis.com/,http://davis.com/,fashion and beauty,"optimize carbon offset programs, reduce billboards and outdoor advertising","promotional texts, print advertising, affiliate networks","prepare for public listing, influence regulatory policies, achieve high brand equity",258134321.35,"the flowr corporation, tilt holdings, cannamerica brands","best data privacy and security innovations, exceptional contribution to big data technology, innovation in real-time data solutions",,distributed foreground internet solution,"serv284,serv008,serv046,serv120","opr117,opr052,opr099,opr011,opr057",complete,2022-03-25 08:42:22.335890,2022-05-20 17:30:21.088877
org461,3319,aguirre plc,ygreene@thomas.com,optimized full-range neural-net,0.0,attention-buy-watch,"('18.12628540', '-65.44009850')","puerto rico, vieques",1987-05-17,http://www.hurst-frank.com/,1-787 and 1-939,7192173093227,https://www.young-austin.com/,https://www.mayo.com/,beverages - non-alcoholic,"optimize patenting and intellectual property costs, simplify regulatory filings",promotional texts,"invest heavily in r&d, develop a strong brand portfolio, increase digital marketing roi, become a leading brand in the industry",797852553.55,"ianthus capital holdings, wayland group, innovative industrial properties",top data science tools innovation,google cloud professional cloud architect,re-contextualized static projection,"pro099,pro127,serv196,serv150,pro369","opr024,opr029,opr091",complete,2022-05-06 23:00:46.668611,2023-09-10 02:31:42.029143
org462,697,wilson and sons,walkerbrian@montoya.biz,multi-layered heuristic forecast,0.0,night-finally-base,"('47.21892850', '9.54173500')","liechtenstein, mauren",2018-01-09,https://www.smith.com/,423,4310611455527,https://www.mata.com/,https://patel.com/,information technology and services,"extend life of computers and laptops, use open source crm and erp systems, use cost-effective sustainable packaging","video marketing, influencer marketing, customer surveys","achieve certifications and accreditations, increase customer lifetime value, attract top industry talent",25497176.2,"charlotte's web holdings, tilt holdings",excellence in data privacy solutions,"retail specialist, public health specialist, farm manager",organized interactive implementation,"pro041,pro189,pro297,serv256","opr093,opr023,opr026",complete,2023-08-07 18:46:19.733225,2024-02-14 23:54:13.103949
org463,3017,hawkins llc,ryan60@jacobs.com,secured foreground framework,0.0,start-ahead,"('-12.33773760', '43.73340890')","comoros, mohéli",1999-11-11,http://glass.net/,269,2757803295726,http://www.cox.com/,https://burton.com/,savings and cooperative banks,use cost-effective sustainable packaging,"podcasts, industry-specific platforms, community events, demonstrations and workshops","implement comprehensive csr programs, engage in investor relations and roadshows, implement comprehensive crm systems",652053827.88,hexo corp,,"trainer, policy advocate",open-source fresh-thinking strategy,"serv354,pro057,pro287,serv192,serv252","opr097,opr027",complete,2021-11-26 05:16:21.014690,2023-09-22 03:47:33.090289
org464,2428,"giles, woodard and ayers",jessica87@flynn-braun.biz,open-architected motivating policy,0.0,house-nearly,"('44.04475000', '4.64277180')","france, vaucluse",1975-01-02,http://gray.com/,33,2137887659657,https://www.friedman.com/,https://henderson-reed.com/,design services,use open source crm and erp systems,"television advertising, partner websites",develop cutting-edge technologies,729410947.57,"canntrust holdings, organigram holdings, acreage holdings, tweed","outstanding achievement in data security, top data privacy excellence",researcher,versatile multimedia matrix,serv052,"opr078,opr048,opr063",incomplete,2021-02-18 01:23:02.261712,2023-11-05 13:48:54.284429
org465,1465,vaughan-jones,tinaharris@harrington.com,profound methodical leverage,0.0,too-time-trial,"('-9.32504970', '-77.56194190')","peru, áncash",1996-10-14,https://peck-caldwell.com/,51,1125428032621,http://stephens.org/,https://wilcox.com/,oil and gas eandp,"negotiate better rates for raw materials, automate copywriting","event sponsorships, affiliate marketing",implement industry 4.0 practices,580968143.9,"aurora cannabis, the supreme cannabis company, curaleaf holdings","innovation in data strategy, top data-driven strategic planning, top data science excellence",,multi-tiered user-facing moderator,"pro183,pro139,pro201",opr096,complete,2023-10-12 16:51:34.858639,2024-07-09 15:02:13.939205
org466,1853,"little, olsen and bell",richard07@cox-campbell.info,robust mobile productivity,0.0,meet-child-glass,"('-13.97870530', '-171.62542830')","samoa, atua",2019-01-09,http://www.olson.com/,685,7688777707986,http://griffith.com/,https://mayer.org/,insurance and employee benefit funds,"optimize server and networking equipment usage, optimize treasury services","joint ventures, partnerships, banner ads",double revenue,221546712.79,"rubicon organics, emblem cannabis","outstanding data integration achievement, innovation in data security measures, excellence in analytics for business operations",banking professional,implemented logistical ability,"serv278,pro029","opr001,opr087",complete,2023-04-23 10:47:17.510327,2024-07-15 23:43:34.512389
org467,122,"black, cox and vazquez",coloncameron@johnson.com,ergonomic cohesive throughput,0.0,rich-world-once-mrs,"('14.08435780', '-60.94527940')","saint lucia, gros islet quarter",2004-12-02,http://www.warren.org/,1-758,6228326261824,https://www.jones.com/,http://hudson-taylor.com/,mechanical or industrial engineering,limit conference fees,"partner websites, print advertising","develop a robust e-commerce platform, achieve synergies through mergers, identify and acquire strategic competitors",376175112.61,"aurora cannabis, the flowr corporation, mpx bioceutical",outstanding achievement in analytics tools innovation,"budtender, customer service representative, cpa (certified public accountant)",sharable actuating challenge,serv126,"opr038,opr079,opr052",complete,2020-10-08 13:05:13.146994,2024-04-16 12:21:13.804724
org468,1290,kennedy-montgomery,douglas71@gray.net,exclusive actuating data-warehouse,0.0,family-me-second,"('43.93489670', '12.48965540')","san marino, faetano",1977-05-29,https://smith-jordan.com/,378,5327476172465,http://www.russell-hammond.biz/,https://www.alexander-jenkins.com/,health care plans,streamline prototyping and testing,"newsletters, social media, flyers","invest heavily in r&d, become an industry thought leader, reduce debt-to-equity ratio",705061361.85,"trulieve cannabis, vireo health, terrascend, aphria","top data science collaboration award, exceptional data analytics techniques",,up-sized clear-thinking secured line,"serv006,pro255,serv294,pro195","opr043,opr101,opr054",complete,2022-08-26 00:03:30.827750,2023-12-31 05:01:23.902200
org469,726,schwartz llc,pricedavid@foster.info,intuitive actuating contingency,0.0,road-officer-none,"('-18.18047490', '178.05097900')","fiji islands, serua",2005-05-05,https://www.harris.com/,679,5975691208468,https://keller.com/,http://www.wolf.com/,museums and institutions,"optimize per diems, conduct in-house employee training workshops, use in-house graphic design","posters, webinars, outbound calls","secure speaking engagements at major conferences, increase number of retail locations",582190948.7,"curaleaf holdings, indiva",,"entrepreneurship coach, budtender, iso 9001 (quality management)",cross-group asynchronous process improvement,"serv008,serv204,serv340,serv220",opr100,complete,2022-10-20 20:01:38.982515,2024-04-21 17:01:01.438851
org470,434,"lynch, lawson and jordan",latoya62@tran-simmons.com,public-key holistic workforce,0.0,final-material,"('15.29496790', '-87.14228950')","honduras, yoro department",2015-06-26,https://swanson-simpson.com/,504,6778277068249,https://wagner.com/,http://arnold-walton.com/,farm products,reduce non-essential employee wellness programs,"bing ads, trade shows and events, live demos","invest heavily in r&d, enhance cybersecurity measures",363903950.05,"tilt holdings, planet 13 holdings",,,customizable value-added functionalities,serv194,"opr022,opr009,opr029",complete,2020-04-30 13:52:58.235888,2024-03-16 04:04:25.760257
org471,900,stewart group,johnsonwilliam@owens.com,polarized homogeneous emulation,0.0,spring-them-cut-i,"('36.13333333', '-5.35000000')",gibraltar,1972-06-07,https://www.martinez.com/,350,8317392810219,https://burke-todd.com/,https://www.donovan-tyler.biz/,natural gas distribution,standardize contract drafting and review,"public relations (pr), retargeting campaigns, product launches, customer testimonials","identify potential buyers, implement comprehensive training programs",117477834.84,"innovative industrial properties, jushi holdings, marimed, aphria",,"cfa (chartered financial analyst), sales representative, facility manager",persistent grid-enabled portal,"pro263,pro011,serv202,serv164,pro081","opr054,opr117",complete,2023-02-21 01:56:54.840817,2024-02-24 21:13:14.895528
org472,2282,"reid, barnes and nelson",duncanchristian@carey-miller.com,intuitive scalable analyzer,0.0,wear-history-grow,"('-12.83333333', '45.16666666')",mayotte,2005-08-07,http://webb-holt.com/,262,5944853856366,http://taylor.com/,http://www.green-james.com/,urban planning,"outsource video production, limit overtime pay, lower search engine marketing (sem) spend","co-branding initiatives, community forums, social media, webinars","implement lean manufacturing practices, secure speaking engagements at major conferences, maintain high credit ratings",809992802.53,"acreage holdings, medmen enterprises",,"sustainability specialist, lean management specialist",programmable national structure,"serv056,pro243,serv366","opr068,opr109",complete,2021-10-07 09:35:12.748720,2021-10-28 16:02:20.264789
org473,2562,"barrett, bates and phillips",laurenlin@noble.com,optimized national definition,0.0,base-we-nothing,"('13.51371030', '41.76064720')","eritrea, southern red sea region",2011-10-17,http://steele.biz/,291,8715167833713,http://www.rice.info/,http://benson.com/,tools and accessories,reduce non-essential employee wellness programs,"customer surveys, virtual events, podcasts, educational series","expand partnership ecosystem, lead industry forums and discussions, invest heavily in r&d, develop proprietary technology solutions",141869445.11,"jushi holdings, tilt holdings","data visualization innovation recognition, best data-driven decision making",laboratory technician,public-key full-range website,"pro335,pro075","opr016,opr009,opr053,opr039,opr069",complete,2022-08-09 11:02:11.144357,2024-03-10 01:55:34.502616
org474,909,mccall and sons,donaldmiller@perez.com,sharable zero administration leverage,0.0,doctor-compare,"('-49.25000000', '69.16700000')",french southern territories,1977-05-04,http://www.rowland.com/,262,4110657321040,http://cochran-williams.com/,http://www.diaz-moore.com/,biotechnology,"use cost-effective tax preparation services, optimize seminar and workshop participation, use cost-effective research materials and supplies","white papers and ebooks, video marketing, speaking engagements, affiliate marketing","develop comprehensive compliance training programs, integrate acquired companies seamlessly, prepare for public listing, achieve carbon neutrality",171070758.96,"aurora cannabis, the supreme cannabis company, kushco holdings, acreage holdings","best data analytics platform innovation, community-level analysis recognition","six sigma black belt, six sigma black belt, certified supply chain professional (cscp)",robust well-modulated collaboration,"serv032,pro285,pro145","opr077,opr073",incomplete,2023-01-29 11:20:28.837810,2023-06-07 15:20:44.430703
org475,1775,griffin inc,michaelsullivan@murphy.com,programmable well-modulated moratorium,0.0,write-identify-may,"('-0.37435030', '-159.99672060')","united states minor outlying islands, jarvis island",2016-01-19,https://rosales.biz/,1,7230106650903,http://gross.com/,http://gray-anderson.com/,rubber product manufacturing,optimize customer service training,"content marketing, print advertising",lead industry in compliance standards,230844795.23,"emblem cannabis, acreage holdings, neptune wellness solutions, the flowr corporation",,,pre-emptive optimal firmware,"pro069,serv200,serv220","opr110,opr066",complete,2024-02-21 14:55:59.069793,2024-04-08 14:43:38.879717
org476,2941,lopez plc,oliviablack@gould-quinn.com,expanded bifurcated array,0.0,piece-wear,"('16.93841600', '-62.34551480')","antigua and barbuda, redonda",1979-02-15,http://www.hopkins-dominguez.com/,1-268,2571162475231,http://www.peters-mitchell.com/,http://castillo-jackson.com/,dairy,use cost-effective packaging materials,"facebook, demonstrations and workshops","attract top industry talent, invest in advanced technologies, develop cutting-edge technologies, negotiate favorable terms",70916135.16,"canopy growth corporation, the green organic dutchman, aurora cannabis, medmen enterprises","top performance in data privacy solutions, robust database schema development","customer insights specialist, crop scientist, extraction technician",pre-emptive optimal flexibility,"serv104,pro207,serv266,pro143,serv040","opr104,opr094",complete,2022-06-07 02:56:01.592323,2023-02-12 11:42:44.641168
org477,494,scott llc,amy15@carroll-ayala.info,total client-server capacity,0.0,kid-she-choice-land,"('42.56550000', '74.40566120')","kyrgyzstan, chuy region",2006-12-10,https://www.white.net/,996,5765451946623,http://ingram.com/,http://watson.info/,online and mail order retail,"optimize trade show sponsorships, limit litigation costs, optimize treasury services","magazines, yahoo search ads, webinars","develop comprehensive compliance training programs, implement comprehensive training programs, support local economic development, invest in advanced technologies",974597260.11,aleafia health,"custom reports innovation, top performance in data analytics tools, top data engineering achievement","packaging technician, facility manager, budtender",optional multimedia open architecture,serv092,"opr015,opr003",complete,2023-05-30 10:18:01.802248,2024-02-05 13:30:34.570002
org478,438,johnson inc,kimberly41@anderson.com,triple-buffered directional pricing structure,0.0,question-challenge,"('6.61481520', '2.49999180')","benin, ouémé department",1980-08-19,https://www.calderon.com/,229,4307370790619,http://www.smith.info/,https://barnes.biz/,insurance - property and casualty,"perform internal financial audits, use cost-effective packaging materials","public relations (pr), educational series, pay-per-click (ppc) advertising, bing ads",publish influential research and white papers,720501461.95,"indiva, harvest health & recreation","top achievement in data science implementation, outstanding social network analysis",iso 9001 (quality management),re-engineered intermediate structure,"pro167,pro191,pro151,pro295,pro027","opr105,opr011,opr038,opr045",incomplete,2023-09-17 14:58:34.189885,2023-11-21 20:50:58.895506
org479,3217,solis ltd,hbrown@johnson.net,configurable asynchronous leverage,0.0,thus-couple-learn,"('26.15519140', '50.48251730')","bahrain, northern",1980-04-17,https://tucker.com/,973,4608890989836,http://fisher.com/,http://stone.com/,solar electric power generation,"use cost-effective green certifications, optimize health insurance plans, reevaluate business insurance needs","journalist outreach, bing ads","engage in significant community development projects, develop comprehensive loyalty programs, automate key production processes, enhance diversity and inclusion",333262504.94,"the supreme cannabis company, cannaroyalty corp",,"patient care advocate, medical specialist",multi-lateral executive hardware,serv182,"opr108,opr059",complete,2024-06-14 00:44:27.465828,2024-07-02 18:44:16.864913
org480,1435,jackson llc,jamesfigueroa@cochran.org,reduced didactic attitude,0.0,eight-likely,"('7.58213720', '-2.54974630')","ghana, ahafo",1996-02-10,http://www.christensen.com/,233,6138464353713,https://www.anderson-johnson.net/,https://garrett-booker.com/,supply chain,"optimize clinical trials, prioritize essential professional development courses",transit ads,influence regulatory policies,39343386.81,"indiva, emblem cannabis, vivo cannabis",,genetics specialist,right-sized explicit hierarchy,"serv020,pro059,pro339,serv246,pro325","opr088,opr076",complete,2020-10-03 17:55:40.653876,2021-10-16 21:57:52.812405
org481,475,ryan-flores,ischmidt@jordan.biz,cross-platform tangible service-desk,0.0,miss-fly-commercial,"('-20.54869160', '17.66888700')","namibia, otjozondjupa region",2015-07-24,https://morales.org/,264,1296342661815,https://young-gibson.com/,http://craig.biz/,defense and space,streamline bonuses and incentives,annual reports,"foster social equity initiatives, build strong community partnerships, expand market share through acquisitions, achieve zero waste to landfill",843432477.38,curaleaf holdings,,,upgradable needs-based analyzer,"pro283,pro069,pro095","opr011,opr060,opr115,opr031",complete,2021-03-01 11:35:15.617077,2022-05-15 23:05:48.226269
org482,1827,"robertson, ortiz and elliott",edward26@duke.com,programmable neutral frame,0.0,often-represent,"('6.90160860', '80.00877460')","zambia, western province",1970-08-15,http://smith.com/,260,8728927752943,http://www.gutierrez.org/,http://rowland.net/,real estate - development,"focus on key intellectual property protection, reduce sales team size","newspapers, community events","develop comprehensive compliance training programs, increase number of retail locations, adopt advanced digital technologies, expand product lines",864938468.19,"columbia care, high times",,,diverse impactful knowledgebase,pro087,"opr022,opr025,opr061,opr053,opr018",incomplete,2020-01-14 04:25:48.245262,2023-12-19 10:16:24.118962
org483,3489,"hodges, gray and pace",berrytamara@bennett-taylor.net,inverse next generation frame,0.0,beautiful-drug,"('53.99336850', '24.03424380')","lithuania, druskininkai municipality",2002-09-14,https://harris.com/,370,4765646234544,http://www.johnson-lee.com/,http://evans.info/,climate data and analytics,"streamline distribution network management, reduce transaction costs","resource center, journalist outreach, online courses",enter new geographic markets,305377933.96,"gw pharmaceuticals, indiva",most innovative recommendation engine,medical specialist,secured zero administration framework,"pro319,serv156,serv244","opr049,opr032",complete,2024-05-24 03:18:07.964480,2024-07-21 21:19:55.824934
org484,3343,sellers-fisher,laura67@montgomery.org,decentralized discrete hierarchy,0.0,meeting-imagine,"('63.28306200', '14.23828100')","sweden, jämtland county",1977-01-21,https://reed-nelson.org/,46,4814527134798,https://www.sanders.com/,http://www.mendoza.com/,legal,"reduce mobile device costs, optimize health insurance plans, freeze hiring","media kits, in-feed ads, partner websites","lead industry in product innovation, increase supplier collaboration, maintain high credit ratings",772692219.74,"ianthus capital holdings, acreage holdings, kushco holdings, indiva",exceptional performance in data integration techniques,,virtual content-based hierarchy,"pro187,serv316,pro233,pro263,serv118","opr020,opr009,opr063,opr054",complete,2024-01-09 21:16:40.819557,2024-07-13 05:45:57.028183
org485,1399,"jones, noble and johnson",ashleyflores@sanchez.com,customizable directional hierarchy,0.0,easy-attorney,"('63.54201250', '10.93692670')","norway, trøndelag",1976-09-25,http://morris.com/,47,572067244459,https://banks.com/,http://www.beard.com/,oil and gas,streamline product launch events,"radio, joint ventures, newspapers","achieve strong cash flow management, secure long-term financing, identify and acquire strategic competitors, foster social equity initiatives",7644555.83,"acreage holdings, neptune wellness solutions, aurora cannabis","excellence in machine learning solutions, excellence in data privacy solutions, exceptional performance in data analytics integration",,progressive client-driven solution,"serv146,serv222,serv374",opr042,complete,2020-02-14 06:21:18.497975,2022-12-19 14:47:01.881172
org486,1842,campbell llc,mullinssusan@harris.com,multi-layered systemic service-desk,0.0,carry-game-side-ask,"('37.34429290', '40.61964870')","turkey, mardin",1991-11-14,https://smith-martin.com/,90,9378321415354,https://www.wilson.com/,http://www.smith-henry.biz/,"oil, gas and mining","cut back on radio and tv advertising, optimize branding partnerships, negotiate lower bank fees","trade shows and events, sponsored content, sms marketing, media kits",lead industry in compliance standards,166299039.63,"cannabix technologies, columbia care","advanced analytics achievement, best data science tools innovation award, outstanding achievement in data integration","policy analyst, workforce development specialist, cultivation consultant",object-based interactive graphic interface,pro045,"opr034,opr107",complete,2022-02-21 00:00:10.035222,2022-08-05 09:44:05.641817
org487,2423,manning-hendrix,archermarisa@rivera-smith.com,secured zero tolerance software,0.0,teacher-three-laugh,"('10.73253510', '104.37919120')","cambodia, kampot",2005-01-03,https://www.griffin.com/,855,8114546042866,https://www.mathews.com/,https://www.williams.biz/,industrial automation,minimize print advertising,"affiliate marketing, posters, social media takeovers, product launches",launch 10 new products,306968710.71,"the green organic dutchman, aleafia health, high times","best use of analytics in business strategy, best data analytics platform innovation, best data analytics visualization",,advanced dynamic capacity,"pro001,serv224","opr050,opr074,opr051,opr061,opr096",complete,2020-01-31 20:48:33.484933,2020-12-02 00:14:33.821600
org488,651,reynolds llc,juanwilson@fisher.com,face-to-face next generation ability,0.0,thing-soldier,"('53.93327060', '-116.57650350')","canada, alberta",1971-07-21,http://www.williamson.org/,1,590246531704,https://phillips.info/,http://cummings.net/,it system installation and disposal,optimize patenting and intellectual property costs,"affiliate networks, video marketing, joint campaigns, flyers","achieve zero waste to landfill, enhance customer service capabilities",644582230.24,"acreage holdings, cannaroyalty corp, green thumb industries, curaleaf holdings","top data science performance, best data visualization techniques","comptia security+, logistics coordinator, agile coach",monitored multimedia attitude,"pro255,pro079,pro011","opr087,opr040,opr020,opr034",complete,2022-03-11 03:50:17.457961,2023-04-15 13:46:59.255832
org489,1785,logan plc,fsloan@vance.com,adaptive transitional process improvement,0.0,there-no-market,"('57.46841210', '18.48674470')","sweden, gotland county",2004-04-27,https://kelley.com/,46,9734193464674,http://rush-buck.com/,https://www.wilson.net/,"glass, ceramics and concrete manufacturing",use online certification programs,educational series,"develop joint ventures with leading companies, engage in significant community development projects, lead industry forums and discussions",698216135.73,"harvest health & recreation, aurora cannabis, the flowr corporation","top data science performance, advanced analytics achievement",,extended directional access,"pro293,serv004,serv086,serv100,serv142","opr079,opr088,opr002,opr118",complete,2021-07-30 23:09:20.559443,2023-11-24 16:24:20.940111
org490,1911,lee-silva,monicairwin@frazier.biz,up-sized 24hour hierarchy,0.0,quality-put-unit,"('34.70713010', '33.02261740')","cyprus, limassol district (leymasun)",1995-02-24,http://mann.com/,357,4055974793497,http://anderson.com/,http://jones.com/,program development,"use cost-effective travel insurance, negotiate rent or mortgage payments","billboards, promotional emails","lead industry forums and discussions, identify and acquire strategic competitors, become a leading brand in the industry",538805836.91,"the green organic dutchman, green thumb industries","best data management solutions, best data science implementation strategy, best data analytics collaboration","certified financial planner (cfp), quality assurance technician",operative asynchronous help-desk,"pro061,pro055,serv296","opr058,opr092,opr099,opr039,opr112",complete,2021-07-05 06:07:52.407270,2023-06-14 19:39:53.320911
org491,2313,jensen-rodriguez,morgankayla@lloyd.biz,synchronized background circuit,0.0,something-yeah,"('34.70713010', '33.02261740')","cyprus, limassol district (leymasun)",2012-01-29,https://hill.com/,357,203184643949,http://www.mcmillan-bradley.info/,http://higgins.com/,primary and secondary education,streamline maintenance and repairs,"speaking engagements, flyers, local sponsorships","engage in significant community development projects, adopt advanced digital technologies, leverage data analytics for decision making, form key strategic alliances",214248119.49,"hexo corp, cannaroyalty corp",data visualization innovation recognition,software developer,ameliorated context-sensitive leverage,"serv332,serv162,pro039,pro355,serv348","opr054,opr109",complete,2021-04-13 04:23:49.451022,2024-01-20 23:46:42.206881
org492,3239,"adkins, west and may",vincentmartinez@jackson.info,expanded full-range leverage,0.0,effect-base-believe,"('43.04664000', '-87.89958100')","ireland, clare",2003-05-29,https://martin.com/,353,3613830261615,http://www.wu.com/,http://www.dawson.com/,furnishings,"limit overtime pay, focus on essential research partnerships","flyers, white papers and ebooks, magazines, public relations (pr)","execute a successful sale strategy, explore merger opportunities, influence regulatory policies",949133992.42,cronos group,outstanding achievement in analytics for business strategy,"itil (information technology infrastructure library), social media manager",operative contextually-based internet solution,"pro269,serv032,pro087,serv006","opr069,opr115,opr048,opr033",incomplete,2023-04-05 12:15:23.816806,2024-04-07 19:12:38.439623
org493,2363,kennedy-franklin,parkerbrian@torres.com,exclusive optimizing framework,0.0,hand-need-sometimes,"('41.14766290', '-8.60789730')","portugal, porto",1976-09-11,https://www.krause-alvarado.com/,351,7548550970029,https://king.com/,http://stanton.biz/,savings and cooperative banks,extend life of computers and laptops,"media kits, social media takeovers","lead industry forums and discussions, influence regulatory policies, become a leading brand in the industry",181054809.76,harvest one cannabis,,brand manager,assimilated 3rdgeneration software,"serv228,serv076","opr029,opr042",incomplete,2022-07-05 03:47:10.585411,2022-08-06 02:29:04.992391
org494,320,miles and sons,melissaponce@lopez.biz,persevering tertiary paradigm,0.0,occur-health,"('43.95019290', '12.46815370')","san marino, domagnano",2014-04-17,https://www.yu.org/,378,5258982625459,http://wu.com/,http://garcia.com/,diversified industrials,"use cost-effective research materials and supplies, simplify environmental audits","direct mail, postcards, industry experts","increase number of retail locations, ensure 100% regulatory compliance",386120694.94,"trulieve cannabis, organigram holdings, acreage holdings",outstanding achievement in analytics for business strategy,,focused clear-thinking flexibility,"serv042,pro245,serv358,pro243","opr047,opr110,opr077,opr113,opr009",incomplete,2024-06-27 03:23:37.009451,2024-07-10 04:07:55.337035
org495,1446,"white, murphy and rodriguez",collinspaul@johnson-hill.com,assimilated asymmetric access,0.0,daughter-result,"('5.69321350', '15.21948080')","central african republic, nana-mambéré prefecture",2004-04-28,http://williams-wells.com/,236,6831253784350,https://www.carter.com/,http://www.price-jackson.biz/,fisheries,streamline sponsorship activation costs,"resource center, instagram, online courses, in-feed ads","capture 20% market share, achieve sustained profitability, enter new geographic markets",389725731.96,"canopy growth corporation, 1933 industries, the flowr corporation",,"project manager, crop scientist, product developer",grass-roots explicit array,"serv038,serv268","opr044,opr104",complete,2023-06-01 15:07:18.776515,2023-10-25 03:27:03.272466
org496,80,"morgan, shaw and wilson",nataliesmith@garcia.org,innovative uniform circuit,0.0,teacher-describe,"('-18.08641760', '178.12913870')","fiji islands, namosi",2008-05-28,https://www.porter.org/,679,4358598355322,https://www.ray.com/,https://www.brown-alexander.biz/,consulting,"simplify environmental audits, freeze hiring","internal newsletters, radio","increase supplier collaboration, lead industry in product innovation",699518525.55,"1933 industries, emblem cannabis, the green organic dutchman",top performance in data quality management,"harm reduction specialist, customer service representative",visionary eco-centric archive,serv122,"opr026,opr002,opr072",incomplete,2022-06-14 22:16:28.237417,2024-05-19 18:43:42.249016
org497,2400,johnson-williams,matthew67@aguilar.info,extended 4thgeneration help-desk,0.0,nor-community-tough,"('-0.37435030', '-159.99672060')","united states minor outlying islands, jarvis island",1992-02-25,https://crawford-duke.info/,1,3543093560808,http://www.thompson-johnson.info/,http://pitts.com/,beverages - non-alcoholic,"reduce community event sponsorships, refinance loans for better interest rates, simplify travel visas and documentation","promotional texts, customer surveys, workshops, tiktok","lead industry in product innovation, enter new geographic markets",319388871.13,"cannamerica brands, vireo health",,industry professional,reverse-engineered optimizing architecture,"pro023,pro105,serv248","opr119,opr047,opr075",complete,2022-07-12 11:34:56.732459,2024-03-06 19:15:22.890564
